district_name,latitude,longitude,elevation_m,agro_climatic_zone,coastal_status,predominant_soil_type,season,N,P,K,pH,Rainfall,Temperature,Humidity,Crop
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Rabi,67.43,28.62,38.23,6.18,308.1,21.51,55.99,Rapeseed &Mustard
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Rabi,77.31,29.46,41.65,6.29,321.27,18.54,50.89,Rapeseed &Mustard
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Rabi,63.56,40.76,34.43,6.37,293.37,17.64,54.62,Rapeseed &Mustard
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Rabi,68.13,34.84,27.0,6.14,241.79,19.67,62.64,Rapeseed &Mustard
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Rabi,66.79,30.4,28.14,7.46,202.2,16.08,64.4,Rapeseed &Mustard
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Rabi,48.78,26.58,26.93,6.99,148.58,14.97,51.51,Rapeseed &Mustard
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Rabi,66.72,33.4,22.76,7.02,360.78,17.28,66.29,Rapeseed &Mustard
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Rabi,63.32,39.57,23.78,6.84,305.35,21.48,58.09,Rapeseed &Mustard
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Rabi,72.15,41.96,39.65,6.61,305.99,20.52,63.34,Rapeseed &Mustard
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Rabi,45.31,30.23,21.48,6.3,270.23,15.62,54.44,Rapeseed &Mustard
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Rabi,66.21,44.74,40.52,6.95,220.34,20.79,54.59,Rapeseed &Mustard
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Rabi,63.07,32.64,36.12,7.4,237.94,15.71,62.61,Rapeseed &Mustard
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Rabi,71.89,22.31,26.15,6.74,272.86,22.52,58.34,Rapeseed &Mustard
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Rabi,48.58,27.6,39.96,7.15,217.75,16.83,57.0,Rapeseed &Mustard
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Rabi,58.33,42.31,25.4,6.62,180.85,23.22,57.22,Rapeseed &Mustard
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Rabi,72.25,44.05,38.45,6.14,205.57,20.62,55.25,Rapeseed &Mustard
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Rabi,67.22,44.62,37.85,6.76,207.7,17.11,49.79,Wheat
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Rabi,85.6,47.81,47.75,7.05,234.33,17.8,67.75,Wheat
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Rabi,85.36,37.15,51.36,7.22,347.05,14.96,45.92,Wheat
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Rabi,82.71,48.74,36.93,7.21,343.22,22.48,62.33,Wheat
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Rabi,81.63,56.53,46.29,7.14,396.8,22.92,60.24,Wheat
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Rabi,66.19,43.86,62.62,6.73,250.62,17.67,53.98,Wheat
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Rabi,93.52,36.95,40.02,6.22,376.54,22.43,49.38,Wheat
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Rabi,92.35,53.02,51.89,6.86,345.13,17.12,67.9,Wheat
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Rabi,87.86,50.03,50.62,6.95,224.99,17.0,49.22,Wheat
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Rabi,82.36,40.1,43.61,7.34,307.77,17.87,62.49,Wheat
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Rabi,74.31,51.27,37.42,7.05,148.36,22.83,51.06,Wheat
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Rabi,83.72,35.18,49.92,5.93,391.73,23.9,68.41,Wheat
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Rabi,92.72,50.58,39.0,7.13,185.98,22.65,47.35,Wheat
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Rabi,83.32,40.66,36.74,7.28,356.65,15.79,67.86,Wheat
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Rabi,99.34,62.93,57.46,6.53,198.71,17.55,68.51,Wheat
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Rabi,100.2,61.54,53.98,6.88,187.83,20.62,62.94,Wheat
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Rabi,85.29,53.16,42.69,6.8,372.42,16.34,64.97,Wheat
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Rabi,92.81,54.19,51.17,6.07,190.82,23.67,56.45,Wheat
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Rabi,64.09,49.9,57.69,6.4,228.85,22.65,63.82,Wheat
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Rabi,81.46,55.86,35.71,7.5,198.26,23.66,45.93,Wheat
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Annual,94.85,47.61,74.13,7.39,1565.05,26.88,66.61,Sugarcane
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Annual,89.66,50.63,86.08,7.36,1728.38,30.09,83.91,Sugarcane
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Annual,92.2,61.04,69.93,7.44,1845.1,23.8,77.5,Sugarcane
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Annual,126.19,56.62,114.8,7.48,2017.68,29.03,76.07,Sugarcane
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Annual,103.77,56.74,89.45,6.39,1709.83,34.65,76.07,Sugarcane
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Annual,113.76,54.56,96.49,6.24,2168.16,25.51,84.68,Sugarcane
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Annual,111.98,67.14,86.76,7.44,1487.37,33.12,68.31,Sugarcane
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Annual,101.88,45.55,98.98,7.34,1335.37,27.03,68.65,Sugarcane
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Annual,100.02,70.93,94.25,6.26,2021.8,30.72,85.47,Sugarcane
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Annual,95.91,44.84,90.76,7.11,1681.56,30.13,66.26,Sugarcane
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Annual,119.68,45.95,103.11,6.42,1983.82,26.76,73.14,Sugarcane
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Annual,98.36,66.66,87.66,6.27,1543.84,26.68,73.85,Sugarcane
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Annual,111.53,72.51,113.28,6.55,2163.89,27.79,81.19,Sugarcane
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Annual,89.96,56.81,105.05,7.64,2178.73,33.41,64.45,Sugarcane
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Annual,103.75,59.15,101.44,7.12,1322.08,34.34,67.54,Sugarcane
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Annual,103.65,56.59,102.29,6.44,1601.97,27.42,75.3,Sugarcane
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Annual,111.66,55.09,77.64,7.52,2086.62,28.38,88.68,Sugarcane
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Annual,127.96,57.83,75.71,6.94,1947.99,34.72,70.21,Sugarcane
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Annual,92.36,51.84,74.27,7.75,1348.55,32.96,73.8,Sugarcane
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Annual,107.56,49.25,97.3,6.69,1582.4,29.55,75.15,Sugarcane
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Kharif,56.1,39.07,59.12,7.08,1564.56,32.68,77.04,Jute
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Kharif,55.87,38.4,54.07,7.63,1537.34,26.03,83.83,Jute
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Kharif,69.31,40.98,47.9,6.96,1247.5,28.41,81.58,Jute
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Kharif,55.32,38.02,59.12,5.94,1386.06,33.59,86.17,Jute
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Kharif,79.63,50.09,65.23,6.75,1418.01,33.92,84.2,Jute
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Kharif,75.67,41.47,48.7,7.44,1117.27,29.51,86.49,Jute
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Kharif,54.95,36.36,57.83,6.35,1408.32,34.95,87.58,Jute
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Kharif,53.8,32.71,42.33,6.41,955.17,33.65,75.17,Jute
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Kharif,67.02,35.76,34.96,7.25,1314.1,33.85,75.6,Jute
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Kharif,67.29,29.03,38.22,6.92,1561.12,30.39,78.67,Jute
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Kharif,59.67,39.5,58.79,6.4,1021.23,31.78,91.32,Jute
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Kharif,49.6,37.36,45.49,6.82,1120.07,32.22,89.89,Jute
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Kharif,65.08,29.69,39.18,6.2,1131.51,31.78,92.33,Jute
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Kharif,53.65,45.72,61.68,6.64,1590.02,28.12,87.75,Jute
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Kharif,56.2,44.72,60.42,6.75,1526.07,27.83,84.87,Jute
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Kharif,68.04,48.34,41.14,7.25,1346.92,32.39,89.81,Jute
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Kharif,65.17,33.6,57.01,6.99,1420.04,27.94,76.49,Jute
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Kharif,72.58,36.73,37.4,6.4,1359.73,29.07,84.98,Jute
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Kharif,83.01,44.52,37.47,6.43,1188.22,33.43,88.79,Jute
Angul,20.83,85.1,195,Mid Central Table Land,Inland,Red and Yellow,Kharif,77.62,49.56,65.7,6.51,1280.64,30.54,88.97,Jute
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,81.81,45.57,74.76,5.23,1447.45,30.21,73.86,Rice
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,80.32,51.27,60.43,5.65,1432.37,24.53,77.95,Rice
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,103.54,44.47,66.51,5.94,1580.63,24.69,85.42,Rice
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,106.96,48.84,59.41,5.21,1764.78,28.95,88.92,Rice
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,80.71,47.38,55.37,5.9,1267.12,31.76,79.25,Rice
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,102.99,48.13,75.17,6.19,1609.33,28.92,80.42,Rice
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,101.14,42.78,71.96,6.95,1297.74,26.66,89.72,Rice
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,89.0,35.33,62.65,5.41,1029.67,28.54,89.8,Rice
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,102.98,59.78,60.19,6.31,1109.12,27.43,81.01,Rice
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,74.03,50.6,70.7,5.91,1257.16,25.77,84.25,Rice
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,75.18,47.82,55.23,5.39,1235.64,29.54,89.1,Rice
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,69.58,49.88,83.82,6.68,1126.85,33.45,74.31,Rice
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,84.43,39.12,70.51,5.71,1671.56,28.65,83.18,Rice
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,95.79,51.87,87.02,6.15,1432.58,30.61,87.24,Rice
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,77.59,46.47,54.68,5.92,1301.28,24.71,78.72,Rice
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,90.7,36.78,68.34,7.01,1051.38,24.54,80.45,Rice
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,106.62,38.41,52.67,5.93,1285.98,34.12,77.66,Rice
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,70.42,49.76,70.68,6.04,1063.42,31.64,77.85,Rice
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,78.71,50.55,64.83,6.63,1141.54,34.28,88.49,Rice
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,104.87,38.45,77.74,6.16,1102.83,32.24,90.02,Rice
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,86.11,54.98,75.69,6.39,725.0,24.15,72.57,Maize
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,93.69,48.66,59.39,6.28,873.15,26.64,71.33,Maize
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,103.75,47.72,56.46,6.53,808.72,24.59,70.3,Maize
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,111.76,42.76,63.65,6.79,763.55,28.31,70.61,Maize
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,111.3,62.04,61.02,6.06,681.15,24.59,73.46,Maize
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,79.01,41.62,53.69,6.61,772.59,30.02,83.46,Maize
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,102.72,65.28,67.9,5.85,598.35,23.89,70.22,Maize
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,104.87,47.4,55.95,6.55,914.33,24.86,82.01,Maize
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,91.7,56.75,62.3,6.18,671.03,26.75,71.02,Maize
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,104.74,65.15,70.52,7.09,649.58,21.75,74.2,Maize
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,106.41,62.76,69.59,7.02,749.84,29.71,77.23,Maize
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,87.56,59.83,65.55,7.16,667.09,22.89,80.62,Maize
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,109.41,64.48,57.18,6.7,720.78,23.77,80.34,Maize
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,104.32,43.49,67.79,6.45,775.66,23.44,73.29,Maize
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,88.31,48.51,49.23,7.43,704.61,24.36,73.15,Maize
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,97.93,43.85,61.74,6.65,755.99,23.49,79.61,Maize
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,85.48,50.99,62.88,7.37,882.22,24.12,64.27,Maize
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,83.41,43.28,72.29,6.54,608.9,24.41,75.12,Maize
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,76.16,59.24,59.05,6.6,725.34,29.6,87.48,Maize
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,110.62,61.96,54.24,5.67,612.0,29.01,69.83,Maize
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,22.29,34.9,47.27,6.83,438.65,26.93,76.37,Groundnut
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,25.36,33.41,51.45,5.73,668.99,27.57,56.43,Groundnut
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,24.26,53.49,56.45,5.84,610.0,27.05,54.66,Groundnut
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,30.34,51.33,41.5,6.3,471.08,26.2,55.67,Groundnut
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,25.87,33.29,56.72,5.96,686.39,28.38,75.98,Groundnut
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,42.36,29.48,48.68,6.06,500.94,29.57,63.29,Groundnut
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,30.46,50.42,43.09,6.26,428.59,29.98,72.17,Groundnut
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,24.26,44.16,34.25,5.67,525.78,31.01,53.23,Groundnut
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,44.81,42.21,60.2,6.03,649.49,24.32,64.63,Groundnut
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,38.11,44.5,37.33,6.6,465.42,26.63,76.08,Groundnut
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,46.52,51.01,45.85,6.02,642.96,30.26,73.09,Groundnut
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,24.02,39.05,57.6,5.92,613.89,30.09,66.37,Groundnut
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,29.85,47.79,46.1,6.25,599.51,24.64,72.16,Groundnut
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,33.2,44.93,52.94,5.7,532.82,27.99,66.15,Groundnut
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,41.98,50.93,37.13,6.53,476.13,27.0,60.81,Groundnut
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,36.76,47.73,52.81,6.73,565.5,23.61,71.04,Groundnut
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,31.23,40.12,50.58,6.4,521.0,25.51,71.57,Groundnut
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,33.87,34.0,38.14,6.08,675.79,26.84,68.83,Groundnut
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,35.52,29.37,48.06,5.49,752.88,27.9,60.03,Groundnut
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,26.86,40.72,37.4,6.68,462.95,27.12,72.89,Groundnut
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,39.04,22.87,40.42,6.22,533.81,25.27,55.65,Ragi
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,63.17,37.91,49.55,5.55,694.75,26.84,72.21,Ragi
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,38.87,30.15,42.12,6.75,771.54,25.37,55.46,Ragi
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,33.31,31.89,34.57,6.23,466.18,29.92,71.67,Ragi
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,46.2,26.05,34.27,5.66,444.53,26.48,66.27,Ragi
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,57.17,25.86,30.96,5.99,709.36,21.83,68.09,Ragi
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,39.43,26.02,51.63,6.42,511.02,28.34,58.06,Ragi
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,61.77,33.04,39.88,6.85,712.75,27.04,62.89,Ragi
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,41.49,26.91,31.88,4.96,648.79,27.43,67.28,Ragi
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,28.67,31.33,39.4,7.16,711.75,27.29,75.34,Ragi
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,42.81,36.41,45.9,6.21,548.64,24.58,76.24,Ragi
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,49.36,33.44,32.02,5.64,515.69,24.1,59.98,Ragi
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,61.32,35.71,39.56,5.5,545.93,21.29,68.15,Ragi
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,53.41,29.15,51.84,5.81,726.32,29.79,64.59,Ragi
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,35.17,24.67,38.54,5.35,426.45,23.76,63.04,Ragi
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,53.2,35.62,36.49,6.1,598.99,30.59,65.77,Ragi
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,46.35,22.47,43.9,7.37,513.3,27.4,58.16,Ragi
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,53.68,28.32,41.28,6.71,753.22,25.04,56.29,Ragi
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,54.78,30.02,46.44,5.98,716.59,24.28,80.15,Ragi
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,58.75,33.93,41.96,6.61,479.94,20.83,53.4,Ragi
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,25.3,35.75,41.73,6.65,558.39,33.4,69.47,Moong(Green Gram)
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,17.76,41.63,42.41,6.03,527.05,26.8,57.06,Moong(Green Gram)
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,27.94,34.03,28.64,6.25,571.6,27.51,76.84,Moong(Green Gram)
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,25.89,47.29,29.2,6.99,550.44,30.2,52.13,Moong(Green Gram)
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,35.67,35.41,33.02,7.59,449.64,26.79,78.93,Moong(Green Gram)
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,27.39,41.99,38.62,6.89,443.37,26.06,56.82,Moong(Green Gram)
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,25.2,38.69,22.13,7.2,655.06,30.98,70.32,Moong(Green Gram)
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,29.62,41.81,21.39,6.69,437.04,23.93,70.01,Moong(Green Gram)
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,21.11,42.18,24.45,7.28,663.8,29.35,62.75,Moong(Green Gram)
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,33.13,30.85,37.87,6.54,656.39,24.11,72.4,Moong(Green Gram)
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,40.84,35.2,35.17,6.54,526.14,31.18,59.59,Moong(Green Gram)
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,30.68,35.51,44.4,6.32,501.93,29.91,68.45,Moong(Green Gram)
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,19.7,43.34,41.49,6.79,513.1,25.39,61.58,Moong(Green Gram)
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,17.9,31.86,30.92,6.84,402.11,29.02,58.41,Moong(Green Gram)
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,30.0,46.96,30.36,6.24,558.99,24.76,70.87,Moong(Green Gram)
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,26.62,33.46,39.86,7.33,626.45,25.28,77.06,Moong(Green Gram)
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,33.66,37.1,36.41,6.04,480.44,29.58,57.57,Moong(Green Gram)
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,22.2,33.18,46.04,6.1,490.85,25.88,73.36,Moong(Green Gram)
Balangir,20.72,83.48,164,Western Central Table Land,Inland,Red and Black,Kharif,27.53,36.35,29.11,6.18,562.91,32.59,56.85,Moong(Green Gram)
